,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,first_three_cols
2995,“Runnin’ Down a Dream: How to Succeed and Thrive in a Career You Love”.txt,one,going,people,would,know,went,got,think,first,go,one going  people
2220,Runnin’ Down a Dream: How to Succeed and Thrive in a Career You Love delivered by BILL GURLEY.txt,one,going,people,would,know,went,got,think,first,go,one going  people
234,"(1902) REV. MOJOLA AGBEBI, “INAUGURAL SERMON” POSTED ONJULY 24, 2009BY.txt",one,may,religion,many,sing,african,church,yet,hymns,christians,one may  religion
235,"(1902) REV. MOJOLA AGBEBI, “INAUGURAL SERMON”.txt",one,may,religion,many,sing,african,church,yet,hymns,christians,one may  religion
2296,"SPEECH BY THE KEYNOTE SPEAKER AT AUN'S 12TH COMMENCEMENT CEREMONY BY DR. AKINWUNMI ADESINA, PRESIDENT, AFRICAN DEVELOPMENT BANK (AFDB) GROUP..txt",one,nigeria,must,shall,health,build,national,better,nation,diversity,one nigeria  must
2295,"SPEECH BY THE KEYNOTE SPEAKER AT AUN'S 12TH COMMENCEMENT CEREMONY BY DR. AKINWUNMI ADESINA, PRESIDENT, AFRICAN DEVELOPMENT BANK (AFDB) GROUP, ON JULY 10, 2021.txt",one,nigeria,must,shall,health,build,national,better,nation,diversity,one nigeria  must
884,"Commencement Lecture Delivered By  Dr. Akinwumi A. Adesina  President, African Development Bank Group  American University of Nigeria  July 10, 2021.txt",one,nigeria,must,shall,health,build,national,better,nation,diversity,one nigeria  must
1299,"Governor Seyi Makinde’s Three Years in Office Speech on May 31, 2022.txt",oyo,agribusiness,state,past,security,also,local,government,would,economic,oyo agribusiness  state
1298,Governor Seyi Makinde’s Three Years in Office Broadcast.txt,oyo,agribusiness,state,past,also,local,government,would,economic,years,oyo agribusiness  state
1292,"Governor Seyi Makinde’s Speech at the Commissioning of the Challenge and Ojoo Bus Terminals, Ibadan on April 26, 2022.txt",oyo,bus,people,thank,state,good,projects,going,omi,commission,oyo bus  people
1293,"Governor Seyi Makinde’s Speech at the Commissioning of the Challenge and Ojoo Bus Terminals, Ibadan.txt",oyo,bus,people,state,thank,good,projects,going,omi,commission,oyo bus  people
1274,"Governor Seyi Makinde’s Presentation at the Oyo State International Business Summit OYSIBS on May 19, 2023.txt",oyo,state,agribusiness,business,also,investment,four,one,government,minerals,oyo state  agribusiness
1291,"Governor Seyi Makinde’s Speech at the Commissioning of the Cassava-Based Sorbitol Factory at Psaltry International Company Ltd, Ado-Awaye.txt",oyo,state,agribusiness,also,psaltry,get,time,rural,could,road,oyo state  agribusiness
1264,Governor Seyi Makinde’s Inaugural Address 2023.txt,oyo,state,four,omituntun,people,development,another,time,road,ensure,oyo state  four
2379,"Seyi Makinde’s Second Term Inaugural Speech on May 29, 2023.txt",oyo,state,four,omituntun,people,development,another,time,road,ensure,oyo state  four
2377,"Seyi Makinde, the Executive Governor of Oyo State, at the Commissioning of the Dualised 8.2 km Agodi Gate-Old Ife Road-Alakia-Adegbayi Road Including the Underpass Bridge at the Onipepeye Area of Ibadan on Thursday, 25 January 2024..txt",oyo,state,good,people,agodi,road,airport,commission,km,would,oyo state  good
1294,"Governor Seyi Makinde’s Speech at the Inauguration of the Oyo State Tenth Assembly On June 14, 2023.txt",oyo,state,good,us,work,people,tenth,ask,continue,house,oyo state  good
1443,"Inaugural Speech by His Excellency, Seyi Makinde, the Executive Governor of Oyo State, during his Swearing-in Ceremony at the Obafemi Awolowo Stadium, Ibadan on May 29, 2019..txt",oyo,state,people,first,education,government,want,know,also,work,oyo state  people
1289,Governor Seyi Makinde’s Speech During the Workers’ Day 2023 Celebration.txt,oyo,state,people,omituntun,civil,workers,paying,public,economic,thank,oyo state  people
1130,Full Text of Oyo State governor’s inaugural speech.txt,oyo,state,people,first,education,government,want,know,also,work,oyo state  people
2039,"Presentation by His Excellency Seyi Makinde, FNSE, the Executive Governor of Oyo State, at the First International Tourism Summit Oyo State on Wednesday, 17 April 2024, titled “Unlocking the Tourism Potential of Oyo State Through Public-Private-Development Partnership Collaborations.txt",oyo,state,tourism,investors,key,partnerships,investment,sites,door,work,oyo state  tourism
2038,"Presentation by  Seyi Makinde at the First International Tourism Summit Oyo State on Wednesday, 17 April 2024, titled “Unlocking the Tourism Potential of Oyo State Through Public-Private-Development Partnership Collaborations.txt",oyo,state,tourism,investors,key,partnerships,investment,sites,door,work,oyo state  tourism
1271,"Governor Seyi Makinde’s Message on Workers’ Day on May 1, 2022.txt",oyo,state,workers,work,happy,see,impact,businesses,last,development,oyo state  workers
1272,Governor Seyi Makinde’s Message on Workers’ Day.txt,oyo,state,workers,work,happy,see,impact,businesses,last,development,oyo state  workers
1749,"Mr. President, Distinguished Senators and Members of the House of Assembly, religious leaders, esteemed chiefs, honored guests.txt",people,louisiana,rebuild,state,communities,new,thank,every,know,must,people louisiana  rebuild
538,Address To A Joint Session of the Louisiana State Legislature.txt,people,louisiana,rebuild,state,communities,new,thank,every,know,must,people louisiana  rebuild
2401,"Speech By His Excellency, Pastor Umo Eno On The Occasion Of His First Anniversary As Governor Akwa Ibom State Government.txt",people,one,arise,ibom,government,state,first,dear,last,continue,people one  arise
2402,"Speech By His Excellency, Pastor Umo Eno On The Occasion Of His First Anniversary As Governor.txt",people,one,arise,ibom,government,state,first,dear,last,continue,people one  arise
1228,Gov Seyi Makinde.txt,people,revolution,oyo,always,word,south,west,governor,new,state,people revolution  oyo
1254,Expansion of the Ibadan-Iwo-Osogbo Road.txt,people,revolution,oyo,always,word,south,west,governor,new,state,people revolution  oyo
2916,"Work For Peace, Governor Bala Mohammed Tells Citizens.txt",people,state,governor,bauchi,new,year,god,good,challenges,nigerians,people state  governor
1242,Governor Abdulfatah Ahmed of Kwara State who won APC gubernatorial ticket yesterday in Ilorin gave a brief speech shortly after he was announced the party’s winner..txt,people,state,governor,party,candidate,four,done,kwara,thank,structure,people state  governor
118, President Buhari’s Speech at the Unveiling of NNPC Limited.txt,petroleum,national,energy,nnpc,nigerian,company,oil,global,historic,creation,petroleum national  energy
2307,"SPEECH DELIVERED BY HIS EXCELLENCY PRESIDENT MUHAMMADU BUHARI AT THE UNVEILING OF NNPC LIMITED ON JULY 19, 2022.txt",petroleum,national,energy,nnpc,nigerian,company,oil,global,historic,creation,petroleum national  energy
2062,President Buhari’s Speech at the Unveiling of NNPC Limited.txt,petroleum,national,energy,nnpc,nigerian,company,oil,global,historic,creation,petroleum national  energy
2421,"Speech at the opening ceremony of the National Political Reform Conference in Abuja on February 21, 2005.txt",political,conference,nigeria,us,national,must,people,nigerians,state,may,political conference  nigeria
915,DIALOGUE NOT TO DISMEMBER NIGERIA.txt,political,conference,nigeria,us,national,must,people,nigerians,state,may,political conference  nigeria
2148,"REMARKS BY THE CHAIRMAN, INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC), PROF. MAHMOOD YAKUBU, AT THE QUARTERLY CONSULTATIVE MEETING WITH POLITICAL PARTIES HELD AT THE INEC CONFERENCE ROOM, ABUJA, ON TUESDAY 24TH OCTOBER 2023 1. .txt",political,parties,three,commission,agents,candidates,meeting,time,election,report,political parties  three
2149,"REMARKS BY THE CHAIRMAN, INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC), PROF. MAHMOOD YAKUBU, AT THE QUARTERLY CONSULTATIVE MEETING WITH POLITICAL PARTIES HELD AT THE INEC CONFERENCE ROOM, ABUJA, ON TUESDAY 24TH OCTOBER 2023.txt",political,parties,three,commission,agents,candidates,meeting,time,election,report,political parties  three
2147,"REMARKS BY THE CHAIRMAN, INDEPENDENT NATIONAL ELECTORAL COMMISSION (INEC), PROF. MAHMOOD YAKUBU, AT THE QUARTERLY CONSULTATIVE MEETING WITH POLITICAL PARTIES HELD AT THE INEC CONFERENCE ROOM, ABUJA, ON TUESDAY 24TH OCTOBER 2023 .txt",political,parties,three,commission,agents,candidates,meeting,time,election,report,political parties  three
1970,"POLITICS AND RELIGION By Chief Obafemi Awolowo Jan 27, 1961.txt",politics,must,religion,religious,politicians,political,government,game,public,man,politics must  religion
1969,POLITICS AND RELIGION  By Obafemi Awolowo.txt,politics,must,religion,religious,politicians,political,government,game,public,man,politics must  religion
1322,HIS EXCELLEN CY MUHAMMADU BUHARI’S 2018 NEW YEAR ADDRESS.txt,power,nigerians,government,year,determined,still,project,hydroelectric,fellow,new,power nigerians  government
1321,HIS EXCELLEN CY MUHAMMADU BUHARI’S  2018 NEW YEAR ADDRESS.txt,power,nigerians,government,year,determined,still,project,hydroelectric,fellow,new,power nigerians  government
2318,"SPEECH DELIVERED BY RAJI FASHOLA, SAN AT THE NATIONAL COUNCIL ON POWER ON THURSDAY 21ST SEPTEMBER 2017 IN JOS, PLATEAU STATE.txt",power,states,sector,service,state,help,section,local,government,actions,power states  sector
2301,"SPEECH DELIVERED BY BABATUNDE RAJI FASHOLA, SAN AT THE NATIONAL COUNCIL ON POWER ON THURSDAY 21ST SEPTEMBER 2017 IN JOS, PLATEAU STATE.txt",power,states,sector,service,state,help,section,local,government,actions,power states  sector
2302,"SPEECH DELIVERED BY H.E BABATUNDE RAJI FASHOLA, SAN AT THE NATIONAL COUNCIL ON POWER ON THURSDAY 21ST SEPTEMBER 2017 IN JOS, PLATEAU STATE.txt",power,states,sector,service,state,help,section,local,government,actions,power states  sector
2136,"REMARKS BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, IMMEDIATE PAST VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE LAUNCH OF BOOKS ON BUHARI TITLED: ‘WORKING WITH BUHARI: REFLECTIONS OF A SPECIAL ADVISER, MEDIA AND PUBLICITY (2015-2023),’ AND ‘MUHAMMADU BUHARI: THE NIGERIAN LEGACY (2015 – 2023)’ AT TRANSCORP HOTEL, ABUJA .txt",president,buhari,femi,good,adesina,story,tell,told,german,already,president buhari  femi
2137,"REMARKS BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, IMMEDIATE PAST VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE LAUNCH OF BOOKS ON BUHARI TITLED: ‘WORKING WITH BUHARI:.txt",president,buhari,femi,good,adesina,story,tell,told,german,already,president buhari  femi
1723,"Message Regarding the Presence of Troops in Lagos March 1, 1861.txt",president,troops,upon,city,resolution,public,inauguration,ordered,peace,select,president troops  upon
1736,Message on Threats to the Peace and Existence of the Union.txt,president,troops,upon,city,resolution,public,inauguration,ordered,peace,select,president troops  upon
2626,Text of IBB Broadcast to the Nation..txt,presidential,national,administration,country,election,political,also,electoral,democracy,fellow,presidential national  administration
999,"Election is Annulled. Speech of General Ibrahim Babangida – June 26, 1993.txt",presidential,national,administration,country,election,political,also,electoral,fellow,defence,presidential national  administration
2488,"Speech of General Ibrahim Babangida – June 26, 1993.txt",presidential,national,administration,country,election,political,also,electoral,must,fellow,presidential national  administration
1115,Full Speech With Which Ibrahim Badamosi Babangida Annulled June 12 Elections Won By MKO Abiola.txt,presidential,national,administration,country,political,electoral,also,election,council,fellow,presidential national  administration
2669,"The June 12, 1993 Election is Annulled..txt",presidential,national,administration,country,election,political,also,electoral,fellow,defence,presidential national  administration
2000,PROCUREMENT OFFICERS’ CONVERSION TRAINING ORGANIZED BY THE BUREAU OF PUBLIC PROCUREMENT.txt,procurement,government,training,public,officers,cadre,ensure,bureau,service,also,procurement government  training
2592,"THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION MR. BOSS GIDA MUSTAPHA @ THE OPENING CEREMONY OF 2018 PROCUREMENT OFFICERS’ CONVERSION TRAINING ORGANIZED BY THE BUREAU OF PUBLIC PROCUREMENT (BPP) @ LAGOS HALL, DIGITAL BRIDGE INSTITUTE (DBI), LAGOS STATE..txt",procurement,government,training,public,officers,cadre,ensure,bureau,service,also,procurement government  training
2087,"President Olusegun Obasanjo, May 29, 1999.txt",public,government,must,shall,help,good,nigeria,ensure,corruption,us,public government  must
1455,"Inaugural Speech of President Olusegun Obasanjo, May 29, 1999.txt",public,government,must,shall,help,good,nigeria,ensure,corruption,us,public government  must
1456,Inaugural Speech of President Olusegun Obasanjo.txt,public,government,must,shall,help,good,nigeria,ensure,corruption,us,public government  must
1828,Nigerian President Obasanjo's inaugural speech.txt,public,government,must,shall,help,good,nigeria,ensure,corruption,us,public government  must
155," Speech of President Olusegun Obasanjo, May 29, 1999.txt",public,government,must,shall,help,good,nigeria,ensure,corruption,us,public government  must
13, Acceptance Speech (2000).txt,read,among,school,occasion,thank,ken,african,decided,niyi,together,read among  school
15, Acceptance Speech by Wole Soyinka.txt,read,among,school,thank,ken,african,decided,niyi,occasion,together,read among  school
2902,Wole Soyinka Acceptance Speech 2000.txt,read,among,school,niyi,occasion,thank,ken,african,decided,award,read among  school
2901,Wole Soyinka Acceptance Speech (2000).txt,read,among,school,occasion,thank,ken,african,decided,niyi,together,read among  school
1858,OJUKWU SECEDES and DECLARES the REPUBLIC of BIAFRA.txt,republic,nigeria,eastern,shall,government,federal,authority,sovereign,organization,federation,republic nigeria  eastern
911,"DECLARATION OF BIAFRA BY CHUKWUEMEKA ODUMEGWU OJUKWU, ON MAY 30, 1967.txt",republic,nigeria,eastern,shall,government,federal,sovereign,organization,authority,association,republic nigeria  eastern
910,"DECLARATION OF BIAFRA BY CHUKWUEMEKA ODUMEGWU OJUKWU, ON  MAY 30, 1967.txt",republic,nigeria,eastern,shall,government,federal,sovereign,organization,authority,association,republic nigeria  eastern
709,BIAFRA BY CHUKWUEMEKA ODUMEGWU OJUKWU.txt,republic,nigeria,eastern,shall,government,federal,sovereign,organization,authority,association,republic nigeria  eastern
869,"Chukwuemeka Odumegwu Ojukwu's Declaration of Biafra – May 30, 1967.txt",republic,nigeria,eastern,shall,government,federal,sovereign,organization,authority,association,republic nigeria  eastern
2165,"RESEARCH AND HUMAN DEVELOPMENT IN NIGERIA: THE CHALLENGES AND MISSING LINK Arc. Sonny S.T. Echono, FNIA Executive Secretary Tertiary Education Trust Fund Paper presented at the 18th Convocation Ceremony of Enugu State University of Science and Technology, Enugu..txt",research,education,development,human,nigeria,capital,national,institutions,universities,higher,research education  development
969,"EDUCATION, RESEARCH AND HUMAN DEVELOPMENT IN NIGERIA: THE CHALLENGES AND MISSING LINK Arc. Sonny S.T. Echono, FNIA Executive Secretary Tertiary Education Trust Fund Paper presented at the 18th Convocation Ceremony of Enugu State University of Science and Technology, Enugu, Enugu State.txt",research,education,development,human,nigeria,capital,national,institutions,universities,higher,research education  development
970,"EDUCATION, RESEARCH AND HUMAN DEVELOPMENT IN NIGERIA: THE CHALLENGES AND MISSING LINK Arc. Sonny S.T. Echono, FNIA Executive Secretary Tertiary Education Trust Fund Paper presented at the 18th Convocation Ceremony of Enugu State University of Science and Technology, Enugu..txt",research,education,development,human,nigeria,capital,national,institutions,universities,higher,research education  development
