,Filepath,0,1,2,3,4,5,6,7,8,9
1229,Nigeria Stands Strong Against Terrorism.txt,us,tirelessly,freedom,fear,let,must,one,challenge,way,face
1230,Nigeria an Ethno-Historical Survey.txt,plateau,adamawa,history,century,groups,kaduna,ofthe,river,hausa,established
1231,Nigeria can’t afford new presidential jets.txt,presidential,new,aircraft,government,tinubu,president,billion,national,federal,jet
1232,Nigeria children's and youth literature--then and now..txt,african,young,literature,children,one,people,africa,like,story,youth
1233,Nigeria gains additional territory ‘five times the size of Lagos.txt,president,continental,nigeria,shelf,nations,take,experts,project,extend,united
1234,Nigeria has capacity to be global power – Akinyemi.txt,nigeria,said,former,must,believe,man,brics,global,international,stated
1235,Nigeria is pioneering a new vaccine to fight meningitis - why this matters.txt,meningitis,vaccine,new,epidemic,nigeria,people,african,serotypes,five,high
1236,"Nigeria moves to join global superpowers in AI development, regulation.txt",ai,strategy,technology,said,development,workshop,national,nigeria,global,minister
1237,Nigeria must generate sufficient data to explore AI  efficiently — Borno Commissioner.txt,digital,said,government,trying,ai,nigeria,must,sufficient,artificial,intelligence
1238,Nigeria my country.txt,nigeria,cultural,natural,ethnic,including,national,vibrant,country,rich,home
1239,Nigeria to champion AI inclusion with local language model.txt,ai,intelligence,national,artificial,development,part,country,nigeria,launch,language
1240,Nigeria's Kaleidoscope of Connection: Voices from the Heart of Africa.txt,nigerian,readers,human,like,heart,africa,tapestry,authors,universal,themes
1241,Nigeria's Literary Canvas: Painting the Portrait of Human Connection.txt,nigerian,human,us,readers,tradition,works,universal,themes,chinua,achebe
1242,Nigeria's Literary Collage: Intersecting Pathways of Human Connection.txt,nigerian,readers,explore,works,human,like,literary,voices,shared,essence
1243,Nigeria's Literary Ensemble: Harmonizing Diversity in Human Narratives.txt,nigerian,human,readers,tradition,works,diverse,enduring,literary,chinua,contemporary
1244,Nigeria's Literary Harmony: Voices of Connection Across Time and Space.txt,readers,nigerian,literary,storytelling,works,interconnectedness,like,power,connections,across
1245,Nigeria's Literary Kaleidoscope: Exploring the Interconnectedness of Humanity.txt,us,nigerian,like,human,explores,readers,works,literary,vivid,together
1246,Nigeria's Literary Kaleidoscope: Interwoven Narratives of Connection and Resilience.txt,nigerian,human,readers,literary,cultural,works,like,themes,tapestry,diverse
1247,Nigeria's Literary Melting Pot: A Symphony of Shared Humanity.txt,us,human,nigerian,unite,literary,tapestry,unique,chinua,achebe,contemporary
1248,Nigeria's Literary Mosaic: Interwoven Tales of Humanity.txt,nigerian,human,readers,like,cultural,works,themes,resilience,within,literature
1249,Nigeria's Literary Mélange: A Tapestry of Interconnected Narratives.txt,readers,human,nigerian,novels,us,literary,tradition,nature,reflections,chimamanda
1250,Nigeria's Literary Odyssey: A Journey of Interconnected Narratives.txt,nigerian,novels,literary,contemporary,profound,themes,us,human,together,timeless
1251,Nigeria's Literary Spectrum: A Tapestry of Interconnected Narratives.txt,nigerian,readers,novels,literary,interconnected,works,chinua,achebe,contemporary,chimamanda
1252,Nigeria's Literary Tapestry: Threads of Connection in a Diverse Narrative Landscape.txt,nigerian,human,literary,voices,works,interconnectedness,like,tapestry,pioneering,amos
1253,Nigeria's Melody of Connection: Harmony Amidst Diversity.txt,like,connection,whose,works,themes,us,human,nigerian,readers,nigeria
1254,"Nigeria, a hunted nation – Apostle Okoriko.txt",hunted,many,nations,houses,blood,okoriko,god,innocent,owners,akwa
1255,"Nigeria, twins and a love-hate relationshipOn our arrival in Nigeria's self-proclaimed capital of twins to investigate the proliferation of multiple births in the small rural town of Igbo-Ora, we are greeted by the news that a woman has just delivered a healthy pair of babies at the local clinic..txt",twins,twin,children,town,community,birth,us,one,orphanage,mother
1256,Nigeria-great-speeches.txt,government,th,e,national,must,federal,nigeria,country,shall,military
1257,Nigeria-on-the-Move-A-Journey-to-Inclusive-Growth-Moving-Toward-a-Middle-Class-Society.txt,nigeria,percent,government,economic,world,oil,toward,public,development,moving
1258,Nigeria: A Complex Landscape of Challenges and Opportunities.txt,cultural,economic,significant,including,nigeria,social,challenges,ethnic,healthcare,oil
1259,Nigeria: Embracing Diversity for National Progress.txt,economic,social,cultural,challenges,including,security,ethnic,potential,diversity,nigeria
1260,Nigeria: Proposed law will help Emir Sanusi back on Kano throne.txt,sanusi,kano,law,central,known,governor,removed,set,return,traditional
1261,Nigeria: Unity in Diversity for Sustainable Development.txt,nigeria,diversity,social,sustainable,economic,challenges,security,ethnic,cultural,strengthening
1262,Nigeria_School_Based_Management_Systems_Insight.txt,school,sbmc,schools,sbmcs,survey,rise,education,research,household,key
1263,Nigerian Church cautions against dangers of Artificial Intelligence.txt,artificial,human,unemployment,world,people,bishop,catholic,technology,rate,us
1264,Nigerian Civil War.txt,nigerian,nigeria,federal,government,northern,igbo,political,military,officers,biafran
1265,Nigerian Narratives: Threads of Connection in a Diverse Tapestry.txt,nigerian,us,like,readers,human,works,shape,offers,narratives,evocative
1266,Nigerian Start-Up Hopes to Teach AI Africa’s History.txt,one,nonprofit,mission,digitize,members,uploading,copies,newspapers,year,nigeria
1267,Nigerian classes struggle with basic tech amid AI .txt,radio,children,access,education,nomadic,learners,interactive,ai,use,instruction
1268,Nigerian classes struggle with basic tech amid AI age.txt,children,education,technology,access,content,digital,million,educational,tech,significant
1269,Nigerian fact checkers fight election misinformation with Full Fact's AI Tools.txt,fact,full,checkers,claims,ai,checking,tools,false,election,nigerian
1270,Nigerian govt threatens to jail whistleblowers who leak govt documents.txt,government,official,information,mr,communication,akume,public,service,office,unauthorised
1271,Nigerian offensive.txt,nigerian,biafran,biafra,war,government,nigeria,federal,people,soviet,support
1272,"Nigerian policing system flawed, says Senate Leader.txt",police,state,senate,nigeria,security,challenges,also,vice,committee,policing
1273,Nigerian who killed wife with skateboard in UK jailed for life.txt,abodunde,court,officers,heard,police,brain,day,home,spence,told
1274,Nigerians compare sparkling ‘prison’ service’ hotel with nation’s infamous dilapidated cells.txt,correctional,nigerian,service,many,inmates,prisons,would,hotel,nigerians,said
1275,Nigerians throw naira notes around to show love: but it could land you in jail.txt,law,naira,notes,also,money,traditional,abuse,nigerians,people,currency
1276,Nigeria’s AI Strategy receives $3.5m seed funding.txt,ai,national,strategy,nigeria,artificial,intelligence,funding,partners,technology,development
1277,Nigeria’s NITDA advocates AI integration in payments for global recognition.txt,inuwa,said,ai,artificial,benefits,intelligence,government,nitda,kashifu,measures
1278,"Nigeria’s Q1 forex remittance drops, net foreign assets soar.txt",assets,foreign,net,domestic,per,cent,direct,nfa,total,exchange
1279,"Nigeria’s ancient Ilorin city - archaeologist uncovers over 1,000 years of history.txt",ilorin,potsherd,research,early,also,potsherds,pavements,oyo,city,ancient
1280,Nigeria’s fuel subsidy removal was too sudden: why a gradual approach would have been better.txt,subsidy,would,fuel,subsidies,price,government,nigerians,economic,removal,could
1281,"Nigeria’s high commissioner to South Africa resigns, dumps APC for PDP.txt",pdp,former,south,resigned,party,niger,governorship,ambassador,ahmed,nigerian
1282,Nigeria’s intractable IDP crisis .txt,displacement,government,million,people,displaced,nigeria,federal,camps,climate,address
1283,Nigeria’s intractable IDP crisis.txt,displacement,government,million,people,displaced,nigeria,federal,camps,climate,address
1284,Nigeria’s minimum wage has never protected workers from poverty: here’s why.txt,minimum,wage,workers,nigerian,naira,cost,nigeria,would,current,labour
1285,Nnamdi Kanu.txt,nigerian,political,ipob,international,kanu,nnamdi,biafra,rhetoric,ethnic,tensions
1286,No cholera case in Oyo – Commissioner.txt,state,cholera,commissioner,mogbonjubola,preventive,spread,currently,cases,good,take
1287,"No special treatment, actor Kanayo says as he welcomes son to filmmaking as assistant manager.txt",clinton,production,kanayo,joining,assistant,manager,first,revealed,simpliciter,associates
1288,"Noisy, performative and unapologetically non-European: Nigeria welcomes a museum like no other.txt",yoruba,centre,culture,pool,randle,lagos,museum,african,john,model
1289,"Nollywood actor Dayo Adewunmi, is dead.txt",actor,veteran,baba,suebebe,died,hospital,agbala,gabriel,nollywood,producer
1290,"Nollywood actor, Junior Pope, confirmed dead.txt",actor,junior,nollywood,colleagues,state,nigeria,movie,news,boat,luke
1291,"Nollywood veteran actor, Zulu Adigwe, is dead.txt",movie,death,nollywood,mourning,actors,nigerian,industry,thrown,news,another
1292,Nollywood_ A Case Study of the Rising Nigerian Film Industry- Con.txt,films,nollywood,film,nigerian,respondents,content,african,figure,production,said
1293,Nutrition_research_to_affect_food_and_a_healthy_li.txt,nutrition,research,food,health,needs,dietary,asn,disease,diet,needed
1294,"Nvidia's Jensen Huang, AMD's Lisa Su Lay Out AI Chip Roadmap.txt",ai,stock,new,nvidia,huang,chips,amd,said,chip,shares
1295,N’Delta River Basin Devpt Authority pledges to support IHRPS.txt,human,rights,development,international,sustainable,niger,communities,local,delta,forum
1296,OFFICE OF THE PERMANENT SECRETARY INFORMATION.txt,ministry,among,things,effective,government,management,permanent,policies,within,staff
1297,OGUNFUNMINIRE.txt,forest,went,magician,charm,ogunfunminire,dipped,head,boa,glided,returned
1298,OKONJO-IWEALA AT 70: THE TECHNOCRAT AND HUMANE HUMAN.txt,minister,finance,economic,one,also,people,many,behind,global,first
1299,ONCE Tortoise and his family fell on hard times and had nothing to eat.txt,sack,tortoise,fly,flew,one,inside,fell,every,days,large
1300,ONDO.txt,ondo,state,western,former,bight,benin,forest,centre,hills,chief
1301,ONE day Tortoise and Nyanribo felt very hungry.txt,tortoise,wife,fowls,one,heard,cock,nyanribo,went,farmer,afraid
1302,ONE year the Elephant had done a great deal of damage.txt,tortoise,king,elephant,people,offered,country,went,palace,platform,great
1303,ONE-HUNDRED-AND-SEVENTY-BIBLE-LESSONS.txt,christ,god,read,unto,corinthians,acts,john,romans,one,jesus
1304,ONE-HUNDRED-AVENTY-BIBLE-LESSONS.txt,christ,god,read,unto,corinthians,acts,john,romans,one,jesus
1305,ORANYAN.txt,son,king,city,part,made,wisely,oranyan,many,asked,know
1306,ORISA OKO.txt,orisa,man,oko,people,head,solitary,way,went,old,came
1307,OSGF ON COURSE FOR DIGITISATION OF RECORDS.txt,office,workshop,management,processes,records,service,implementation,staff,government,line
1308,OYO EMPIRE.txt,oyo,alaafin,yoruba,wealth,trade,kingdom,article,state,north,states
1309,OYO HIST..txt,oyo,state,former,ibadan,nigeria,south,first,university,north,ogun
1310,Obasanjo’s newfound love for African-based democracy.txt,democracy,african,want,obasanjo,former,leaders,must,good,model,africa
1311,Obaseki @ 67: A legacy steeped in excellence.txt,edo,would,obaseki,many,state,governor,development,years,ask,investment
1312,Oborevwori Condoles Ometan Community Over Tanker Fire Accident.txt,community,tanker,state,ometan,fire,accident,oborevwori,okpe,local,government
1313,Ododo re-appoints Kogi poly rector for second term.txt,usman,rector,governor,term,kogi,appointment,second,appreciated,also,board
1314,Ododo.txt,global,national,creativity,creative,festival,nigeria,economy,theatre,hope,dreams
1315,Ogbomosho.txt,ogunlola,ogbomoso,town,oyo,history,hunter,named,settled,hunters,became
1316,Ogijo.txt,ogijo,lagos,community,residents,social,ogun,vibrant,development,businesses,local
1317,Ogudu.txt,ogudu,neighborhood,community,mainland,strategic,vibrant,variety,access,local,residents
1318,Ogun First Lady Pushes for Enhanced Educational Outcomes through Artificial Intelligence EDUCATION |  2 hours ago.txt,students,bridge,house,challenges,college,anniversary,comprehensive,educational,highlighted,opportunities
1319,Ogun State.txt,ogun,state,cultural,including,industrial,rich,economic,education,government,contemporary
1320,Ogun pharmacists decry non-inclusion in state health insurance programme .txt,health,state,pharmacists,insurance,ogun,said,healthcare,chairman,pharmacy,also
1321,Ogun students urge FG to fix collapsed Lagos-Abeokuta expressway.txt,expressway,state,federal,students,monday,government,towards,completely,minister,thomas
