,Filepath,0,1,2,3,4,5,6,7,8,9
1747,"Mr. Babatunde Raji Fashola, SAN-2007-2015.txt",lagos,fashola,state,babatunde,law,also,member,benin,university,nigerian
1748,"Mr. Olayemi Cardoso Governor, Central Bank of Nigeria Delivered at the Launch of the Nigerian Economic Summit Group (NESG) 2024 Macroeconomic Outlook Report..txt",economic,growth,outlook,policy,expected,global,exchange,nesg,fiscal,government
1749,"Mr. President, Distinguished Senators and Members of the House of Assembly, religious leaders, esteemed chiefs, honored guests.txt",people,louisiana,rebuild,state,communities,new,thank,every,know,must
1750,"Muhammad Abubakar, the Sultan of Sokoto, has lamented the economic hardship in the country, saying Nigerians are angry and hungry..txt",advertisement,people,believe,traditional,things,talk,must,talking,said,many
1751,Muhammad Buhari Speechs.txt,africa,climate,western,energy,world,gas,governments,adaptation,developing,continent
1752,Muhammadu Buhari - MY 2021 CHRISTMAS MESSAGE.txt,us,world,celebrate,one,confront,also,continue,security,let,nigerians
1753,"Muhammadu Buhari January 1, 2022.txt",growth,recorded,would,economy,security,challenges,administration,new,nation,year
1754,"Muhammadu Buhari March 12, 2022.txt",party,must,apc,ahead,remain,possible,country,expect,confidence,victory
1755,"Muhammadu Buhari March 16, 2022.txt",petroleum,supply,power,fuel,nigerian,government,working,national,also,gas
1756,Murtala Mohammed and the speech in Addis Ababa.txt,african,murtala,among,leaders,days,would,already,letter,nigerian,sharp
1757,"Murtala's broadcast proclaiming Abuja as federal capital - February 3, 1976..txt",federal,capital,lagos,territory,government,work,area,meeting,council,location
1758,Muslim Civic Cultures and Conflict Resolution: The Challenge of Democratic Federalism in Nigeria .txt,islam,democracy,freedom,muslim,even,law,nigeria,democratic,popular,supposed
1759,My Counsel To The Nation By Ibrahim Babangida.txt,political,parties,many,nigeria,need,present,state,general,president,views
1760,My Experience during the Lock down.txt,lock,time,recall,first,virtual,year,go,brought,us,new
1761,My Journey From the Farms of Ekiti to a Voice of Truth.txt,thomas,would,judge,work,began,told,working,education,office,asked
1762,"My Message to Nigerian Youths on the 21st Anniversary of the International Youth Day, 2020. Atiku Abubakar Atiku Abubakar.txt",youth,global,world,observing,survival,shoulders,vigour,leaders,wish,felicitate
1763,"My Message to Nigerian Youths on the 21st Anniversary of the International Youth Day, 2020..txt",youth,global,world,observing,survival,shoulders,vigour,leaders,wish,felicitate
1764,My Speech at the Ministry of Finance Incorporated(MOFI) Public Wealth Management Conference..txt,strategic,temasek,transcorp,private,value,mofi,unlock,set,assets,power
1765,My Speech at the Transcorp PLC 2024 Annual General Meeting.txt,power,sector,gas,transmission,energy,nigerian,challenges,gencos,transcorp,value
1766,My presidential announcement speech Kingsley Moghalu .txt,leadership,nigeria,country,political,time,government,us,today,must,nigerians
1767,"N, BARR. BOSS G. MUSTAPHA, AT THE SENSITIZATION WORKSHOP ON PRESIDENT MUHAMMADU BUHARI’S ACHIEVEMENTS, YOUTHS ATTITUDINAL CHANGE AND VOCATIONAL SKILLS ACQUISITION PROGRAMME.txt",government,areas,president,social,remind,administration,efforts,east,school,make
1768,"NAHCON CHAIRMAN, JALAL AHMAD ARABI, ON THE 2024 HAJJ INAUGURAL FLIGHT CEREMONY IN BIRNIN-KEBBI, KEBBI STATE, 15th MAY, 2024.txt",hajj,pilgrims,nahcon,would,country,industry,board,one,commission,nigerian
1769,"NASENI, NIPSS TEAMS UP TO BOLSTER THE DIGITAL ECONOMY AND FOSTER JOB CREATION.txt",naseni,nipss,youths,job,executive,agency,study,nigerian,manufacturing,emphasized
1770,"NBA Kano Law Keynote Speech by A. B. Mahmoud, OON, SAN, FCIArb, (UK).txt",technology,legal,justice,law,social,innovation,access,many,also,impact
1771,"NDIGBO SHALL REGAIN POLITICAL RELEVANCE IN NIGERIA, IN MY LIFETIME.txt",anambra,state,shall,elections,nigeria,political,people,must,igbo,electoral
1772,NESG CBN Governor's Keynote Speech.txt,economic,growth,outlook,policy,expected,global,inflation,exchange,bank,macroeconomic
1773,"NEW LEGAL YEAR SPEECH DELIVERED BY CLEMENT UGO CHUKWUEMEKA, 2ND VICE PRESIDENT OF NBA ON  BEHALF OF THE PRESIDENT OF NIGERIAN BAR ASSOCIATION, YAKUBU CHONOKO MAIKYAU SAN, OON , HOLDEN AT THE CEREMONIAL COURT OF HIGH COURT-FCT MAITAMA.txt",judges,justice,judiciary,must,may,us,legal,bar,law,bench
1774,NEWSFull text of Obasanjo’s message on 2023 presidential election.txt,chairman,elections,results,inec,president,election,let,server,may,bvas
1775,NEWSI have no magic wand – Full text of Gov Alia’s inaugural speech in Benue.txt,benue,state,government,development,us,make,people,new,want,work
1776,NIGERIA AT 60: TOWARDS THE LAND OF OUR DREAMS.txt,lagos,city,nigeria,one,people,housing,would,transport,make,time
1777,"NIGERIA AT THE CROSSROADS BEING TEXT OF AN INDEPENDENCE DAY MESSAGE BY HIS EXCELLENCY, GOVERNOR YAHAYA BELLO OF KOGI STATE TO CITIZENS ON THE FIRST DAY OF OCTOBER, 2021..txt",must,many,citizens,people,leadership,today,kogi,state,nation,nigerian
1778,NIGERIA MEDIA PRESS BRIEFING.txt,challenges,address,international,financial,inflation,fx,policy,counterparts,stakeholders,meetings
1779,"NIGERIA’S ECONOMIC DEVELOPMENT ASPIRATIONS AND THE LEADERSHIP QUESTION: IS THERE A NEXUS? Sanusi Lamido Sanusi,CON Governor Central Bank of Nigeria Delivered at the 2nd General Dr. Yakubu Gowon Distinguished Annual Lecture October 19, 2012.txt",leadership,development,economic,per,aspirations,question,economy,nigeria,sanusi,lamido
1780,NNAMDI AZIKIWE'S SPEECH ON THE THREAT BY THE NORTH TO SECEDE IN 1953..txt,north,would,may,domiciled,right,northerners,secession,lead,eastern,certain
1781,"NNAMDI AZIKIWE, SPEECH ON SECESSION.txt",would,north,may,secession,nigeria,eastern,domiciled,political,civil,right
1782,"NNAMDI AZIKIWE, THE UNIVERSITY OF NIGERIA SPEECH.txt",education,university,african,higher,students,must,training,make,women,eastern
1783,"NNAMDI AZIKIWE, “SPEECH ON SECESSION” (1953).txt",would,north,may,secession,nigeria,eastern,domiciled,political,civil,right
1784,"Naira Falls to N1,512 Despite Growing Foreign Reserves.txt",naira,exchange,market,fx,foreign,reserves,official,depreciated,us,crude
1785,Naira Scarcity: Full text of Buhari’s speech to Nigerians.txt,money,cbn,new,administration,implementation,old,notes,economic,security,financial
1786,Nancy Wyman.txt,wyman,health,also,state,served,elected,lieutenant,chairwoman,connecticut,board
1787,National Broadcast by President Buhari on Challenges of Currency Swap and State of the Nation.txt,money,cbn,new,administration,implementation,old,notes,economic,security,financial
1788,National Conference announces composition of Standing Committees Tuesday.txt,committees,delegates,said,committee,issues,could,national,conference,sitting,public
1789,National Conference condemns Abuja explosion.txt,conference,motion,situation,fg,immediately,commence,national,passed,condemning,explosion
1790,"National Prayer Breakfast Gathering | Washington D.C., 1 February 2024.txt",people,rwandan,every,also,genocide,faith,country,tutsi,even,leaders
1791,Nationwide address by President Olusegun Obasanjo on The LG Election.txt,democratic,must,nigerians,never,would,political,us,process,local,let
1792,Naturalization Ceremony Closing remarks 2007.txt,citizens,american,united,important,trust,new,states,even,rights,constitution
1793,Navigating Economic Challenges: The Central Bank's Commitment to Nigeria's Stability.txt,economic,monetary,like,financial,central,bank,places,stability,policies,implemented
1794,"Nelson Mandela  Speech to the United Nations Special Committee Against Apartheid  delivered 22 June 1990, New York.txt",south,united,us,declaration,apartheid,nations,also,victory,human,system
1795,Nelson Mandela - Inaugural Address as President of South Africa (1994).txt,human,must,south,us,presence,celebrations,parts,country,confer,glory
1796,Nelson Mandela - Rivonia Trial Speech (1964).txt,ideal,fought,live,lifetime,dedicated,struggle,african,white,black,cherished
1797,Nelson Mandela announcing retirement 1 June 2004.txt,work,thank,much,many,people,present,today,one,three,friends
1798,"Nelson Mandela: ""I am prepared to die"".txt",struggle,ideal,racial,harmony,anc,african,fought,live,fear,cannot
1799,Nelson's Mandela Inauguration speech.txt,us,people,country,human,south,let,distinguished,must,world,one
1800,Nelson_Mandela_Speech_from_the_Dock_2.txt,african,would,anc,south,political,umkhonto,people,communist,africans,national
1801,"New Year Address by His Excellency Seyi Makinde, the Executive Governor of Oyo State, on Monday, 1 January 2024.txt",oyo,year,us,state,continue,also,look,forward,people,last
1802,New Year Interactive Session With Group Staff..txt,vision,feedback,group,across,leaders,every,discipline,marketing,decision,interrogate
1803,Niger State: Leading Nigeria's Agricultural Revolution.txt,agricultural,state,niger,agriculture,revolution,progress,improve,value,places,like
1804,Nigeria 2015 Presidential Election: Atiku Abubakar Declaration Speech.txt,nigeria,country,people,government,want,change,hope,many,future,national
1805,Nigeria @62: Peter Obi’s full speech.txt,many,independence,remain,fellow,dear,country,marks,bring,fraternal,even
1806,Nigeria Agriculture at a Glance.txt,million,production,metric,tons,agriculture,agricultural,nigeria,fish,domestic,poor
1807,Nigeria At 60: Governor Hope Uzodinma’s Independence Anniversary Speech (Full Text).txt,independence,nigerians,years,nation,much,sixty,civil,country,celebrating,us
1808,Nigeria Cannot Afford Luxuries During an Austerity. Atiku Abubakar Atiku Abubakar.txt,budget,nigeria,oil,price,slash,reduction,political,nation,revenue,federal
1809,Nigeria Cannot Afford Luxuries During an Austerity..txt,budget,nigeria,oil,price,slash,reduction,political,nation,revenue,federal
1810,Nigeria Dresses in Borrowed Robes.txt,economic,private,sector,nigeria,government,development,growth,economy,policy,infrastructure
1811,Nigeria Needs The Peace Serum of Restructuring..txt,nigeria,failed,must,one,time,state,good,better,needs,us
1812,"Nigeria Transportation Appropriations - Sept. 16, 2009.txt",amendment,people,one,senator,community,public,housing,new,family,many
1813,Nigeria at 63: Collective Actions to foster Nation-Building..txt,must,nigeria,one,us,responsibility,let,nation,know,potential,collective
1814,Nigeria has been on edge due to the brinkmanship of those charged with the democratic leadership. Atiku Abubakar Atiku Abubakar.txt,edo,state,rule,order,nigeria,edge,due,brinkmanship,charged,democratic
1815,Nigeria has been on edge due to the brinkmanship of those charged with the democratic leadership..txt,edo,state,rule,order,nigeria,edge,due,brinkmanship,charged,democratic
1816,"Nigeria's Declaration of Independence by Prime Minister Abubakar Tafawa Balewa – October 1, 1960.txt",nigeria,today,shall,us,upon,representatives,must,independence,first,great
1817,Nigeria's Economic Resurgence: Unveiling the 2021 Budget.txt,budget,economic,investments,improve,like,create,development,healthcare,central,challenges
1818,Nigeria's Path to Agricultural Sustainability.txt,food,agricultural,agriculture,providing,places,like,backbone,ensuring,security,face
1819,Nigeria's Path to Climate Resilience.txt,let,us,climate,niger,resilience,sustainable,bears,witness,sahel,must
1820,Nigeria's Path to Prosperity: Unveiling the 2023 Budget.txt,healthcare,budget,investments,quality,allocated,enhance,economic,growth,prosperous,critical
1821,"Nigeria's President, Tinubu’s inaugural speech.txt",shall,us,nation,nigeria,administration,must,policy,one,may,never
1822,Nigeria-China Trade: Embracing Opportunities for Growth.txt,trade,china,opportunities,address,nigeria,investment,nigerian,chinese,bilateral,policies
1823,Nigeria-Europe Trade: Forging Prosperous Partnerships.txt,trade,european,policies,nigeria,economic,europe,nigerian,address,bilateral,opportunities
1824,Nigeria-great-speeches.txt,government,th,e,national,must,federal,nigeria,country,shall,military
1825,Nigeria: Bills on hate speech and social media are dangerous attacks on freedom of expression.txt,media,international,nigerian,freedom,social,law,bills,public,two,one
1826,Nigeria: Democracy and Conflict Resolution By Major General Muhammadu Buhari .txt,nigeria,conflict,muslim,people,political,paden,international,resolution,world,state
1827,"Nigerian Banks Increasing Loan Limits - Oct. 22, 2009.txt",small,loan,capital,business,businesses,recovery,access,act,sba,bill
1828,Nigerian President Obasanjo's inaugural speech.txt,public,government,must,shall,help,good,nigeria,ensure,corruption,us
1829,Nigerian Private Sector Coalition Against COVID-19.txt,committee,private,classified,confidential,nigeria,sector,materials,support,government,equipment
1830,Nigerian Railway Services: An Overview.txt,railway,nigerian,services,gauge,line,network,standard,strategic,significant,future
1831,Nigerian Workers Used Their Zeal and Sweat to Build Our Nation – Osinbajo.txt,labour,national,nigerian,progressive,social,must,movement,country,health,people
1832,"Nigerians must unite against Boko Haram Speech, By Goodluck Jonathan.txt",nigeria,country,war,must,democratic,national,terrorists,security,years,governance
1833,"Nigerians must unite against Boko Haram, By Goodluck Jonathan.txt",country,nigeria,democratic,war,must,past,years,governance,international,dear
1834,"Nigeria’s Corruption 1,000 Times Worse Under Buhari Govt – Jerry Gana.txt",kogi,pdp,corruption,nigeria,level,aside,also,past,people,jerry
1835,Nigeria’s Development Will Be Powered By The Youth – Fashola.txt,young,one,people,years,many,remember,may,us,time,would
1836,Nigeria’s Economic Resurgence: Learning from the African Experience.txt,nigeria,african,must,bank,support,investment,development,economic,food,growth
1837,"Nigeria’s First Prime Minister Alhaji Sir Abubakar Tafawa Balewa – October 1, 1960.txt",nigeria,today,shall,us,upon,must,independence,first,great,pride
1838,Nigeria’s Great Speeches in  History.txt,nigeria,today,independence,first,shall,us,upon,representatives,must,october
1839,"Nigeria’s Macroeconomic Position: Controlling the Money Supply· By Chief (Dr.) Joseph Sanusi Governor Central Bank of Nigeria PMB 0187 Abuja, Nigeria.txt",monetary,policy,rate,programme,exchange,growth,money,cbn,fiscal,macroeconomic
1840,Nikema Williams.txt,williams,policy,georgia,nikema,assumed,office,representative,congressional,district,born
1841,"Nimi Akinkugbe, Founder and Chief Executive Officer of Bestman Games Ltd.txt",rich,tempting,try,get,process,getting,slowly,steadily,via,saving
